"campaignid","sample","family","genus","species","maxn"
"2020-10_south-west_stereo-BRUVs","IO102","Ostraciidae","Aracana","aurita",1
"2020-10_south-west_stereo-BRUVs","IO102","Pomacentridae","Chromis","klunzingeri",7
"2020-10_south-west_stereo-BRUVs","IO102","Scorpididae","Neatypus","obliquus",11
"2020-10_south-west_stereo-BRUVs","IO102","Sparidae","Chrysophrys","auratus",3
"2020-10_south-west_stereo-BRUVs","IO102","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO102","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO105","Holocentridae","Unknown","spp",15
"2020-10_south-west_stereo-BRUVs","IO105","Labridae","Suezichthys","bifurcatus",1
"2020-10_south-west_stereo-BRUVs","IO105","Monacanthidae","Nelusetta","ayraud",9
"2020-10_south-west_stereo-BRUVs","IO105","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO105","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO105","Pristiophoridae","Pristiophorus","cirratus",1
"2020-10_south-west_stereo-BRUVs","IO105","Scyliorhinidae","Asymbolus","occiduus",1
"2020-10_south-west_stereo-BRUVs","IO105","Squalidae","Squalus","spp",1
"2020-10_south-west_stereo-BRUVs","IO105","Triakidae","Mustelus","antarcticus",1
"2020-10_south-west_stereo-BRUVs","IO107","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO107","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO107","Oplegnathidae","Oplegnathus","woodwardi",4
"2020-10_south-west_stereo-BRUVs","IO108","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO108","Gerraidae","Parequula","elongata",1
"2020-10_south-west_stereo-BRUVs","IO108","Monacanthidae","Nelusetta","ayraud",8
"2020-10_south-west_stereo-BRUVs","IO108","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO108","Oplegnathidae","Oplegnathus","woodwardi",3
"2020-10_south-west_stereo-BRUVs","IO109","Callanthiidae","Callanthias","australis",1
"2020-10_south-west_stereo-BRUVs","IO109","Gerraidae","Parequula","elongata",5
"2020-10_south-west_stereo-BRUVs","IO109","Monacanthidae","Nelusetta","ayraud",5
"2020-10_south-west_stereo-BRUVs","IO109","Oplegnathidae","Oplegnathus","woodwardi",3
"2020-10_south-west_stereo-BRUVs","IO109","Pinguipedidae","Parapercis","spp",1
"2020-10_south-west_stereo-BRUVs","IO109","Pristiophoridae","Pristiophorus","cirratus",1
"2020-10_south-west_stereo-BRUVs","IO109","Triglidae","Chelidonichthys","kumu",3
"2020-10_south-west_stereo-BRUVs","IO110","Carangidae","Pseudocaranx","spp",3
"2020-10_south-west_stereo-BRUVs","IO110","Gerraidae","Parequula","elongata",1
"2020-10_south-west_stereo-BRUVs","IO110","Monacanthidae","Nelusetta","ayraud",13
"2020-10_south-west_stereo-BRUVs","IO110","Oplegnathidae","Oplegnathus","woodwardi",4
"2020-10_south-west_stereo-BRUVs","IO110","Pinguipedidae","Parapercis","ramsayi",1
"2020-10_south-west_stereo-BRUVs","IO110","Scyliorhinidae","Asymbolus","occiduus",2
"2020-10_south-west_stereo-BRUVs","IO110","Squalidae","Squalus","spp",4
"2020-10_south-west_stereo-BRUVs","IO113","Gerraidae","Parequula","elongata",5
"2020-10_south-west_stereo-BRUVs","IO113","Monacanthidae","Nelusetta","ayraud",4
"2020-10_south-west_stereo-BRUVs","IO113","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO115","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO115","Monacanthidae","Nelusetta","ayraud",12
"2020-10_south-west_stereo-BRUVs","IO115","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO117","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO117","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO117","Oplegnathidae","Oplegnathus","woodwardi",2
"2020-10_south-west_stereo-BRUVs","IO117","Triglidae","Chelidonichthys","kumu",1
"2020-10_south-west_stereo-BRUVs","IO119","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO119","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","IO119","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","IO119","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","IO119","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO119","Labridae","Ophthalmolepis","lineolatus",9
"2020-10_south-west_stereo-BRUVs","IO119","Monacanthidae","Acanthaluteres","brownii",1
"2020-10_south-west_stereo-BRUVs","IO119","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","IO119","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO119","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO119","Orectolobidae","Orectolobus","spp",1
"2020-10_south-west_stereo-BRUVs","IO119","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO122","Aplodactylidae","Aplodactylus","westralis",1
"2020-10_south-west_stereo-BRUVs","IO122","Carangidae","Pseudocaranx","spp",3
"2020-10_south-west_stereo-BRUVs","IO122","Chaetodontidae","Chelmonops","curiosus",1
"2020-10_south-west_stereo-BRUVs","IO122","Cheilodactylidae","Nemadactylus","valenciennesi",3
"2020-10_south-west_stereo-BRUVs","IO122","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","IO122","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO122","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO122","Labridae","Coris","auricularis",18
"2020-10_south-west_stereo-BRUVs","IO122","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","IO122","Labridae","Pseudolabrus","biserialis",7
"2020-10_south-west_stereo-BRUVs","IO122","Monacanthidae","Meuschenia","flavolineata",2
"2020-10_south-west_stereo-BRUVs","IO122","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","IO122","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO122","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO122","Orectolobidae","Orectolobus","spp",1
"2020-10_south-west_stereo-BRUVs","IO122","Pempherididae","Pempheris","klunzingeri",13
"2020-10_south-west_stereo-BRUVs","IO122","Pomacentridae","Chromis","klunzingeri",1
"2020-10_south-west_stereo-BRUVs","IO122","Pomacentridae","Chromis","westaustralis",1
"2020-10_south-west_stereo-BRUVs","IO122","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO122","Scorpididae","Neatypus","obliquus",9
"2020-10_south-west_stereo-BRUVs","IO122","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","IO122","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","IO122","Serranidae","Hypoplectrodes","nigroruber",1
"2020-10_south-west_stereo-BRUVs","IO122","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO123","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO123","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO123","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","IO123","Labridae","Coris","auricularis",2
"2020-10_south-west_stereo-BRUVs","IO123","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO123","Labridae","Ophthalmolepis","lineolatus",3
"2020-10_south-west_stereo-BRUVs","IO123","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","IO123","Pinguipedidae","Parapercis","haackei",1
"2020-10_south-west_stereo-BRUVs","IO123","Scorpididae","Neatypus","obliquus",1
"2020-10_south-west_stereo-BRUVs","IO125","Carcharhinidae","Carcharhinus","brevipinna",1
"2020-10_south-west_stereo-BRUVs","IO125","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO125","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO125","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO125","Labridae","Coris","auricularis",38
"2020-10_south-west_stereo-BRUVs","IO125","Labridae","Ophthalmolepis","lineolatus",2
"2020-10_south-west_stereo-BRUVs","IO125","Labridae","Pseudolabrus","biserialis",4
"2020-10_south-west_stereo-BRUVs","IO125","Monacanthidae","Meuschenia","galii",2
"2020-10_south-west_stereo-BRUVs","IO125","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO125","Pomacentridae","Chromis","klunzingeri",1
"2020-10_south-west_stereo-BRUVs","IO125","Scorpididae","Neatypus","obliquus",1
"2020-10_south-west_stereo-BRUVs","IO125","Serranidae","Caesioperca","spp",1
"2020-10_south-west_stereo-BRUVs","IO125","Sparidae","Chrysophrys","auratus",2
"2020-10_south-west_stereo-BRUVs","IO125","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO126","Aplodactylidae","Aplodactylus","westralis",1
"2020-10_south-west_stereo-BRUVs","IO126","Aulopidae","Latropiscis","purpurissatus",1
"2020-10_south-west_stereo-BRUVs","IO126","Carcharhinidae","Carcharhinus","brevipinna",1
"2020-10_south-west_stereo-BRUVs","IO126","Cheilodactylidae","Nemadactylus","valenciennesi",2
"2020-10_south-west_stereo-BRUVs","IO126","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","IO126","Labridae","Choerodon","rubescens",1
"2020-10_south-west_stereo-BRUVs","IO126","Labridae","Coris","auricularis",19
"2020-10_south-west_stereo-BRUVs","IO126","Labridae","Ophthalmolepis","lineolatus",1
"2020-10_south-west_stereo-BRUVs","IO126","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","IO126","Monacanthidae","Meuschenia","flavolineata",2
"2020-10_south-west_stereo-BRUVs","IO126","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO126","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO126","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO126","Odacidae","Siphonognathus","sp1",1
"2020-10_south-west_stereo-BRUVs","IO126","Pomacentridae","Parma","bicolor",1
"2020-10_south-west_stereo-BRUVs","IO126","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO126","Scorpididae","Neatypus","obliquus",63
"2020-10_south-west_stereo-BRUVs","IO126","Serranidae","Epinephelides","armatus",2
"2020-10_south-west_stereo-BRUVs","IO126","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO126","Triakidae","Furgaleus","macki",1
"2020-10_south-west_stereo-BRUVs","IO126","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO130","Carangidae","Seriola","lalandi",2
"2020-10_south-west_stereo-BRUVs","IO130","Gerreidae","Parequula","melbournensis",3
"2020-10_south-west_stereo-BRUVs","IO130","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","IO130","Labridae","Coris","auricularis",11
"2020-10_south-west_stereo-BRUVs","IO130","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO130","Labridae","Ophthalmolepis","lineolatus",9
"2020-10_south-west_stereo-BRUVs","IO130","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","IO130","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","IO130","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO130","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO130","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO130","Scombridae","Unknown","spp",1
"2020-10_south-west_stereo-BRUVs","IO130","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","IO132","Carangidae","Pseudocaranx","spp",2
"2020-10_south-west_stereo-BRUVs","IO132","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO132","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO132","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO132","Labridae","Coris","auricularis",14
"2020-10_south-west_stereo-BRUVs","IO132","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO132","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","IO132","Labridae","Pseudolabrus","biserialis",7
"2020-10_south-west_stereo-BRUVs","IO132","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO132","Monacanthidae","Meuschenia","venusta",1
"2020-10_south-west_stereo-BRUVs","IO132","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","IO132","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO132","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO132","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO132","Pomacentridae","Chromis","klunzingeri",5
"2020-10_south-west_stereo-BRUVs","IO132","Serranidae","Epinephelides","armatus",1
"2020-10_south-west_stereo-BRUVs","IO132","Urolophidae","Trygonoptera","ovalis",2
"2020-10_south-west_stereo-BRUVs","IO133","Aulopidae","Latropiscis","purpurissatus",1
"2020-10_south-west_stereo-BRUVs","IO133","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO133","Glaucosomatidae","Glaucosoma","hebraicum",1
"2020-10_south-west_stereo-BRUVs","IO133","Labridae","Bodianus","frenchii",1
"2020-10_south-west_stereo-BRUVs","IO133","Labridae","Coris","auricularis",25
"2020-10_south-west_stereo-BRUVs","IO133","Labridae","Ophthalmolepis","lineolatus",9
"2020-10_south-west_stereo-BRUVs","IO133","Labridae","Pseudolabrus","biserialis",14
"2020-10_south-west_stereo-BRUVs","IO133","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO133","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO133","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO133","Pomacentridae","Chromis","klunzingeri",12
"2020-10_south-west_stereo-BRUVs","IO133","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO133","Scombridae","Unknown","spp",1
"2020-10_south-west_stereo-BRUVs","IO133","Scorpididae","Neatypus","obliquus",10
"2020-10_south-west_stereo-BRUVs","IO133","Scorpididae","Scorpis","georgiana",1
"2020-10_south-west_stereo-BRUVs","IO133","Scorpididae","Tilodon","sexfasciatus",2
"2020-10_south-west_stereo-BRUVs","IO133","Serranidae","Epinephelides","armatus",2
"2020-10_south-west_stereo-BRUVs","IO133","Sparidae","Chrysophrys","auratus",6
"2020-10_south-west_stereo-BRUVs","IO133","Urolophidae","Urolophus","circularis",1
"2020-10_south-west_stereo-BRUVs","IO134","Carcharhinidae","Carcharhinus","spp",1
"2020-10_south-west_stereo-BRUVs","IO134","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO134","Gerreidae","Parequula","melbournensis",1
"2020-10_south-west_stereo-BRUVs","IO134","Heterodontidae","Heterodontus","portusjacksoni",3
"2020-10_south-west_stereo-BRUVs","IO134","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO134","Labridae","Coris","auricularis",18
"2020-10_south-west_stereo-BRUVs","IO134","Labridae","Ophthalmolepis","lineolatus",8
"2020-10_south-west_stereo-BRUVs","IO134","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","IO134","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","IO134","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO134","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO134","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO134","Scorpididae","Neatypus","obliquus",3
"2020-10_south-west_stereo-BRUVs","IO134","Serranidae","Caesioperca","spp",4
"2020-10_south-west_stereo-BRUVs","IO145","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO145","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO145","Labridae","Coris","auricularis",30
"2020-10_south-west_stereo-BRUVs","IO145","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO145","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","IO145","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO145","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO145","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO146","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO146","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO146","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","IO146","Labridae","Coris","auricularis",8
"2020-10_south-west_stereo-BRUVs","IO146","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO146","Labridae","Ophthalmolepis","lineolatus",5
"2020-10_south-west_stereo-BRUVs","IO146","Labridae","Pseudolabrus","biserialis",3
"2020-10_south-west_stereo-BRUVs","IO146","Monacanthidae","Meuschenia","freycineti",1
"2020-10_south-west_stereo-BRUVs","IO146","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO146","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO146","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO146","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO146","Oplegnathidae","Oplegnathus","woodwardi",1
"2020-10_south-west_stereo-BRUVs","IO146","Aracanidae","Anoplocapros","lenticularis",1
"2020-10_south-west_stereo-BRUVs","IO146","Ostraciidae","Aracana","aurita",1
"2020-10_south-west_stereo-BRUVs","IO146","Pomacentridae","Chromis","klunzingeri",7
"2020-10_south-west_stereo-BRUVs","IO146","Scorpididae","Neatypus","obliquus",6
"2020-10_south-west_stereo-BRUVs","IO146","Serranidae","Caesioperca","spp",10
"2020-10_south-west_stereo-BRUVs","IO147","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO147","Labridae","Coris","auricularis",3
"2020-10_south-west_stereo-BRUVs","IO147","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO147","Labridae","Ophthalmolepis","lineolatus",9
"2020-10_south-west_stereo-BRUVs","IO147","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","IO147","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","IO147","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO147","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO147","Myliobatidae","Myliobatis","tenuicaudatus",1
"2020-10_south-west_stereo-BRUVs","IO147","Scorpididae","Neatypus","obliquus",9
"2020-10_south-west_stereo-BRUVs","IO147","Scyliorhinidae","Aulohalaelurus","labiosus",1
"2020-10_south-west_stereo-BRUVs","IO147","Sparidae","Chrysophrys","auratus",1
"2020-10_south-west_stereo-BRUVs","IO147","Rhinobatidae","Trygonorrhina","dumerilii",1
"2020-10_south-west_stereo-BRUVs","IO148","Callanthiidae","Callanthias","australis",50
"2020-10_south-west_stereo-BRUVs","IO148","Carangidae","Pseudocaranx","spp",7
"2020-10_south-west_stereo-BRUVs","IO148","Gerraidae","Parequula","elongata",3
"2020-10_south-west_stereo-BRUVs","IO148","Labridae","Suezichthys","bifurcatus",2
"2020-10_south-west_stereo-BRUVs","IO148","Monacanthidae","Nelusetta","ayraud",10
"2020-10_south-west_stereo-BRUVs","IO15","Carangidae","Pseudocaranx","spp",1
"2020-10_south-west_stereo-BRUVs","IO15","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO15","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO15","Labridae","Austrolabrus","maculatus",2
"2020-10_south-west_stereo-BRUVs","IO15","Labridae","Coris","auricularis",4
"2020-10_south-west_stereo-BRUVs","IO15","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","IO15","Labridae","Pseudolabrus","biserialis",5
"2020-10_south-west_stereo-BRUVs","IO15","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","IO15","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO15","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","IO15","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO15","Pomacentridae","Chromis","klunzingeri",12
"2020-10_south-west_stereo-BRUVs","IO15","Serranidae","Caesioperca","spp",3
"2020-10_south-west_stereo-BRUVs","IO15","Serranidae","Hypoplectrodes","nigroruber",1
"2020-10_south-west_stereo-BRUVs","IO15","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO152","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO152","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO152","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO152","Labridae","Achoerodus","gouldii",1
"2020-10_south-west_stereo-BRUVs","IO152","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO152","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO152","Labridae","Ophthalmolepis","lineolatus",2
"2020-10_south-west_stereo-BRUVs","IO152","Labridae","Pseudolabrus","biserialis",2
"2020-10_south-west_stereo-BRUVs","IO152","Monacanthidae","Acanthaluteres","vittiger",1
"2020-10_south-west_stereo-BRUVs","IO152","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO152","Scorpididae","Tilodon","sexfasciatus",2
"2020-10_south-west_stereo-BRUVs","IO152","Sparidae","Chrysophrys","auratus",2
"2020-10_south-west_stereo-BRUVs","IO152","Urolophidae","Trygonoptera","ovalis",1
"2020-10_south-west_stereo-BRUVs","IO153","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO153","Labridae","Austrolabrus","maculatus",4
"2020-10_south-west_stereo-BRUVs","IO153","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO153","Labridae","Eupetrichthys","angustipes",2
"2020-10_south-west_stereo-BRUVs","IO153","Labridae","Ophthalmolepis","lineolatus",2
"2020-10_south-west_stereo-BRUVs","IO153","Monacanthidae","Acanthaluteres","brownii",1
"2020-10_south-west_stereo-BRUVs","IO153","Monocentridae","Cleidopus","gloriamaris",1
"2020-10_south-west_stereo-BRUVs","IO153","Mullidae","Upeneichthys","vlamingii",1
"2020-10_south-west_stereo-BRUVs","IO153","Scorpididae","Tilodon","sexfasciatus",1
"2020-10_south-west_stereo-BRUVs","IO153","Urolophidae","Trygonoptera","ovalis",2
"2020-10_south-west_stereo-BRUVs","IO155","Dasyatidae","Bathytoshia","brevicaudata",1
"2020-10_south-west_stereo-BRUVs","IO155","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO155","Labridae","Austrolabrus","maculatus",3
"2020-10_south-west_stereo-BRUVs","IO155","Labridae","Coris","auricularis",7
"2020-10_south-west_stereo-BRUVs","IO155","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO155","Labridae","Ophthalmolepis","lineolatus",2
"2020-10_south-west_stereo-BRUVs","IO155","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO155","Monacanthidae","Scobinichthys","granulatus",1
"2020-10_south-west_stereo-BRUVs","IO155","Neosebastidae","Neosebastes","bougainvillii",1
"2020-10_south-west_stereo-BRUVs","IO155","Platycephalidae","Leviprora","spp",1
"2020-10_south-west_stereo-BRUVs","IO155","Pomacentridae","Chromis","klunzingeri",2
"2020-10_south-west_stereo-BRUVs","IO155","Scorpididae","Neatypus","obliquus",1
"2020-10_south-west_stereo-BRUVs","IO155","Urolophidae","Trygonoptera","ovalis",2
"2020-10_south-west_stereo-BRUVs","IO157","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2020-10_south-west_stereo-BRUVs","IO157","Heterodontidae","Heterodontus","portusjacksoni",1
"2020-10_south-west_stereo-BRUVs","IO157","Labridae","Austrolabrus","maculatus",1
"2020-10_south-west_stereo-BRUVs","IO157","Labridae","Coris","auricularis",1
"2020-10_south-west_stereo-BRUVs","IO157","Labridae","Eupetrichthys","angustipes",1
"2020-10_south-west_stereo-BRUVs","IO157","Labridae","Ophthalmolepis","lineolatus",4
"2020-10_south-west_stereo-BRUVs","IO157","Labridae","Pseudolabrus","biserialis",7
"2020-10_south-west_stereo-BRUVs","IO157","Monacanthidae","Meuschenia","galii",1
"2020-10_south-west_stereo-BRUVs","IO157","Monacanthidae","Scobinichthys","granulatus",2
"2020-10_south-west_stereo-BRUVs","IO157","Mullidae","Upeneichthys","vlamingii",2
"2020-10_south-west_stereo-BRUVs","IO157","Odacidae","Siphonognathus","caninis",1
"2020-10_south-west_stereo-BRUVs","IO157","Odacidae","Siphonognathus","spp",2
"2020-10_south-west_stereo-BRUVs","IO157","Pomacentridae","Chromis","klunzingeri",8
"2020-10_south-west_stereo-BRUVs","IO157","Scorpididae","Neatypus","obliquus",7
"2020-10_south-west_stereo-BRUVs","IO157","Serranidae","Caesioperca","spp",8
"2020-10_south-west_stereo-BRUVs","IO158","Heterodontidae","Heterodontus","portusjacksoni",2
"2020-10_south-west_stereo-BRUVs","IO158","Labridae","Coris","auricularis",3
"2020-10_south-west_stereo-BRUVs","IO158","Labridae","Suezichthys","bifurcatus",3
"2020-10_south-west_stereo-BRUVs","IO158","Monacanthidae","Nelusetta","ayraud",1
"2020-10_south-west_stereo-BRUVs","IO158","Mullidae","Parupeneus","chrysopleuron",1
"2020-10_south-west_stereo-BRUVs","IO158","Myliobatidae","Myliobatis","tenuicaudatus",2
